date,flight_number,route,aircraft_type,seats,distance_nm,scheduled_block_hours,actual_block_hours,dep_time_local,arr_time_sched_local,arr_time_actual_local,dep_delay_min,arr_delay_min,otp_arrival_15m,turnaround_time_min,weather_index,atc_congestion_index,wind_component_index,load_factor,pax,payload_kg,fuel_burn_kg,fuel_cost_inr_thousands,crew_cost_inr_thousands,maint_cost_inr_thousands,other_cost_inr_thousands,total_cost_inr_thousands,revenue_inr_thousands,profit_inr_thousands,extra_flight_possible_flag
2024-10-10,6E 2000,DEL-BOM,A320ceo,180,707,2.26,2.27,05:30,07:45,07:53,5.9,8.3,1,30,0.078,0.146,0.044,0.921,166,3055,5266,337.3,59.0,31.7,29.9,457.9,1065.3,607.4,0
2025-04-27,6E 2002,DEL-BOM,A320neo,186,707,2.24,2.33,10:30,12:44,13:07,9.4,22.8,0,28,0.056,0.332,0.195,0.989,184,3391,4933,358.7,65.4,28.0,22.0,474.1,1040.4,566.3,0
2024-09-15,6E 2000,DEL-BOM,A320neo,186,707,2.27,2.24,05:30,07:46,07:47,7.6,1.5,1,31,0.269,0.209,0.067,0.889,165,2680,4738,317.6,62.9,26.9,21.2,428.6,1234.2,805.6,0
2025-06-18,6E 2006,DEL-BOM,A320neo,186,707,2.2,2.26,20:30,22:42,22:56,8.6,13.9,1,32,0.099,0.462,0.22,0.99,184,3406,4774,349.2,63.3,27.1,29.1,468.6,1467.0,998.3,0
2025-04-20,6E 2000,DEL-BOM,A320neo,186,707,2.24,2.31,05:30,07:44,08:08,16.4,24.4,0,32,0.241,0.175,0.143,0.75,140,3138,4883,358.9,64.7,27.7,16.8,468.2,1062.2,594.1,0
2024-09-23,6E 2000,DEL-BOM,A321neo,232,707,2.29,2.32,05:30,07:47,08:05,14.0,17.6,0,43,0.387,0.175,0.011,0.88,204,3860,5292,394.5,69.5,31.3,28.4,523.7,1571.3,1047.6,0
2025-01-16,6E 2004,DEL-BOM,A321neo,232,707,2.38,2.56,15:30,17:52,18:06,3.3,13.9,1,41,0.596,0.228,0.044,0.84,195,3224,5829,427.1,76.7,34.5,21.2,559.5,1271.0,711.5,0
2025-08-12,6E 2005,DEL-BOM,A320neo,186,707,2.31,2.33,18:00,20:18,20:30,16.4,12.3,1,39,0.31,0.391,0.1,0.855,159,3498,4933,346.1,65.3,28.0,21.4,460.9,1076.4,615.5,0
2025-02-27,6E 2007,DEL-BOM,A321neo,232,707,2.2,2.15,23:00,01:12,01:13,3.2,1.7,1,46,0.17,0.122,0.139,0.77,179,3768,4914,323.0,64.6,29.1,27.4,444.1,1314.2,870.2,0
2025-01-23,6E 2000,DEL-BOM,A320neo,186,707,2.37,2.49,05:30,07:52,07:57,0.6,5.0,1,39,0.448,0.11,0.257,0.805,150,3014,5261,336.4,69.8,29.9,22.5,458.5,1261.1,802.6,0
2025-03-16,6E 2000,DEL-BOM,A320ceo,180,707,2.24,2.31,05:30,07:44,07:54,4.7,10.6,1,37,0.069,0.122,0.163,0.717,129,2780,5367,353.4,60.1,32.4,17.7,463.7,1116.2,652.5,0
2025-07-29,6E 2000,DEL-BOM,A321neo,232,707,2.27,2.52,05:30,07:46,08:13,15.2,27.3,0,47,0.487,0.183,0.088,0.838,194,1941,5734,402.4,75.6,34.0,28.6,540.6,1647.1,1106.5,0
2025-03-24,6E 2000,DEL-BOM,A320ceo,180,707,2.23,2.26,05:30,07:43,08:06,18.1,22.2,0,31,0.204,0.068,0.022,0.866,156,2895,5253,337.9,58.8,31.7,28.5,456.9,975.0,518.1,0
2025-03-10,6E 2003,DEL-BOM,A320ceo,180,707,2.21,2.37,13:00,15:12,15:29,1.1,16.5,0,42,0.249,0.069,0.176,0.826,149,3011,5504,392.9,61.6,33.2,29.6,517.3,890.8,373.4,0
2025-05-07,6E 2002,DEL-BOM,A320ceo,180,707,2.22,2.33,10:30,12:43,13:14,21.5,31.4,0,37,0.11,0.515,0.06,0.848,153,3089,5403,327.5,60.5,32.6,28.4,448.9,994.7,545.8,0
2024-11-17,6E 2007,DEL-BOM,A321neo,232,707,2.22,2.2,23:00,01:13,01:22,9.5,9.2,1,38,0.072,0.121,0.15,0.888,206,3534,5010,318.8,65.9,29.6,22.5,436.9,1183.2,746.3,0
2025-02-11,6E 2007,DEL-BOM,A320neo,186,707,2.22,2.3,23:00,01:13,01:29,11.2,16.3,0,38,0.068,0.169,0.118,0.822,153,2666,4855,348.7,64.4,27.6,22.9,463.6,902.7,439.1,0
2024-11-22,6E 2001,DEL-BOM,A320neo,186,707,2.21,2.04,08:00,10:12,09:59,-3.8,-8.0,1,29,0.127,0.392,0.108,0.808,150,2549,4298,310.6,57.0,24.4,24.0,416.1,1293.1,876.9,0
2024-12-24,6E 2004,DEL-BOM,A321neo,232,707,2.36,2.39,15:30,17:51,18:08,12.4,17.3,0,39,0.489,0.138,0.199,0.915,212,3822,5450,383.4,71.6,32.2,25.5,512.7,1466.5,953.8,0
2024-10-18,6E 2006,DEL-BOM,A320ceo,180,707,2.24,2.4,20:30,22:44,23:05,5.1,20.8,0,36,0.154,0.341,0.088,0.929,167,4101,5584,336.2,62.4,33.6,25.6,457.8,1360.7,902.9,0
2024-12-03,6E 2006,DEL-BOM,A320ceo,180,707,2.39,2.57,20:30,22:53,23:14,11.0,20.7,0,33,0.649,0.278,0.16,0.783,141,2207,5952,408.4,66.7,35.9,15.4,526.5,908.5,382.0,0
2024-12-06,6E 2000,DEL-BOM,A320ceo,180,707,2.37,2.25,05:30,07:52,07:46,0.8,-6.2,1,29,0.327,0.235,-0.047,0.883,159,3242,5234,364.8,58.6,31.5,21.7,476.6,1277.8,801.2,0
2025-01-11,6E 2002,DEL-BOM,A320ceo,180,707,2.35,2.5,10:30,12:50,13:17,14.6,26.7,0,42,0.58,0.234,0.184,0.831,149,3005,5808,406.0,65.0,35.0,24.0,530.0,1073.2,543.2,0
2025-04-19,6E 2003,DEL-BOM,A320ceo,180,707,2.23,2.42,13:00,15:14,15:25,-0.0,11.4,1,38,0.208,0.061,0.086,0.78,140,2670,5620,348.6,63.0,33.9,28.2,473.7,758.1,284.4,0
2025-07-08,6E 2007,DEL-BOM,A321neo,232,707,2.27,2.31,23:00,01:16,01:38,14.9,21.9,0,40,0.273,0.239,0.148,0.881,204,2871,5258,338.1,69.2,31.1,20.4,458.8,1609.4,1150.5,0
2024-09-25,6E 2006,DEL-BOM,A320ceo,180,707,2.27,2.22,20:30,22:46,22:42,3.7,-3.1,1,29,0.393,0.341,-0.044,0.891,160,2770,5163,320.5,57.8,31.1,22.8,432.3,1415.2,983.0,0
2024-09-20,6E 2004,DEL-BOM,A320ceo,180,707,2.27,2.37,15:30,17:46,18:02,14.5,16.8,0,41,0.3,0.113,0.107,0.789,142,2323,5506,407.8,61.7,33.2,23.4,526.1,1197.8,671.7,0
2024-08-29,6E 2004,DEL-BOM,A320ceo,180,707,2.31,2.62,15:30,17:48,18:15,7.7,27.1,0,29,0.291,0.214,0.148,0.872,157,2814,6087,453.9,68.2,36.7,20.3,579.1,1281.9,702.8,0
2025-08-15,6E 2001,DEL-BOM,A321neo,232,707,2.26,2.34,08:00,10:15,10:31,10.1,15.6,0,42,0.26,0.376,0.222,0.955,221,4071,5354,333.2,70.3,31.6,22.7,457.9,1150.0,692.1,0
2025-07-05,6E 2001,DEL-BOM,A320neo,186,707,2.25,2.35,08:00,10:15,10:40,18.0,25.0,0,26,0.264,0.45,0.092,0.786,146,2735,4969,355.9,65.9,28.2,15.8,465.8,1153.0,687.2,0
2025-08-13,6E 2002,DEL-BOM,A321neo,232,707,2.29,2.44,10:30,12:47,13:02,6.2,15.0,1,44,0.361,0.359,0.04,0.922,214,3795,5575,377.8,73.3,33.0,19.7,503.7,1347.1,843.3,0
2024-09-25,6E 2001,DEL-BOM,A321neo,232,707,2.3,2.53,08:00,10:17,10:47,12.4,29.2,0,39,0.469,0.319,0.155,0.818,190,3542,5782,378.0,76.0,34.2,21.2,509.5,1517.1,1007.7,0
2025-05-29,6E 2006,DEL-BOM,A320neo,186,707,2.22,2.44,20:30,22:43,22:59,-1.3,15.7,0,33,0.195,0.539,-0.105,0.794,148,2741,5144,309.2,68.2,29.2,28.3,435.0,831.9,396.9,0
2025-05-12,6E 2005,DEL-BOM,A320ceo,180,707,2.25,2.14,18:00,20:14,20:11,2.7,-3.4,1,38,0.245,0.427,0.128,0.852,153,3247,4973,333.0,55.7,30.0,27.7,446.3,1281.1,834.9,0
2025-04-27,6E 2003,DEL-BOM,A320ceo,180,707,2.23,2.29,13:00,15:13,15:31,10.0,17.6,0,39,0.115,0.152,0.115,0.889,160,2643,5317,374.0,59.6,32.1,21.4,487.1,915.0,427.9,0
2025-02-10,6E 2007,DEL-BOM,A320ceo,180,707,2.21,2.33,23:00,01:12,01:33,9.0,20.8,0,33,0.092,0.232,0.173,0.89,160,3282,5420,332.2,60.7,32.7,28.6,454.2,1406.0,951.8,0
2025-05-14,6E 2005,DEL-BOM,A320ceo,180,707,2.26,2.48,18:00,20:15,20:31,7.3,16.1,0,35,0.188,0.352,0.096,0.843,152,3319,5764,358.5,64.5,34.7,19.7,477.5,1272.8,795.3,0
2025-06-21,6E 2002,DEL-BOM,A320ceo,180,707,2.21,2.38,10:30,12:42,12:58,6.0,16.3,0,42,0.107,0.369,0.146,0.827,149,3345,5539,387.5,62.0,33.4,24.9,507.7,806.9,299.2,0
2025-03-16,6E 2004,DEL-BOM,A320ceo,180,707,2.24,2.02,15:30,17:44,17:43,10.5,-1.0,1,39,0.206,0.154,-0.0,0.826,149,3458,4698,346.8,52.6,28.3,17.2,444.9,1211.4,766.6,1
2024-10-27,6E 2005,DEL-BOM,A321neo,232,707,2.24,2.35,18:00,20:14,20:26,9.8,12.0,1,43,0.24,0.386,0.02,0.848,197,3524,5363,335.1,70.5,31.7,27.1,464.4,1591.8,1127.5,0
2024-09-21,6E 2004,DEL-BOM,A320ceo,180,707,2.29,2.15,15:30,17:47,17:45,0.6,-2.4,1,32,0.385,0.168,0.14,0.783,141,2975,4981,345.8,55.8,30.0,16.0,447.6,758.0,310.3,1
2025-01-22,6E 2007,DEL-BOM,A320neo,186,707,2.37,2.59,23:00,01:22,01:41,7.2,19.5,0,30,0.606,0.243,0.086,0.895,166,3455,5473,381.6,72.5,31.1,22.4,507.5,1197.7,690.1,0
2025-01-14,6E 2004,DEL-BOM,A320ceo,180,707,2.37,2.5,15:30,17:52,18:17,15.3,24.7,0,35,0.609,0.209,0.081,0.804,145,2330,5803,349.3,65.1,35.0,25.7,475.1,1180.6,705.5,0
2025-06-27,6E 2002,DEL-BOM,A320ceo,180,707,2.21,2.27,10:30,12:42,12:46,4.9,4.5,1,42,0.134,0.374,0.313,0.908,163,2496,5266,335.4,59.0,31.8,28.0,454.1,1093.3,639.1,0
2025-08-17,6E 2006,DEL-BOM,A320ceo,180,707,2.27,2.32,20:30,22:46,22:55,5.4,9.4,1,32,0.479,0.392,-0.015,0.914,165,2992,5378,328.6,60.2,32.4,15.1,436.3,1023.4,587.1,0
2024-12-23,6E 2004,DEL-BOM,A320neo,186,707,2.39,2.6,15:30,17:53,18:07,0.7,14.3,1,30,0.375,0.2,0.042,0.868,161,3704,5501,333.0,72.8,31.2,23.8,460.9,1097.0,636.1,0
2025-03-23,6E 2004,DEL-BOM,A320neo,186,707,2.24,2.24,15:30,17:44,17:54,10.1,9.7,1,39,0.155,0.062,0.078,0.833,155,2985,4725,337.7,62.7,26.9,17.8,445.0,1182.2,737.3,0
2025-07-21,6E 2006,DEL-BOM,A320neo,186,707,2.31,2.58,20:30,22:48,23:03,1.2,15.1,0,37,0.502,0.401,0.023,0.851,158,3694,5463,406.8,72.3,31.0,20.6,530.7,1340.1,809.3,0
2025-02-04,6E 2002,DEL-BOM,A320ceo,180,707,2.26,2.25,10:30,12:45,13:00,15.7,15.0,0,31,0.156,0.341,0.211,0.853,153,2757,5213,340.7,58.4,31.4,29.1,459.6,1226.4,766.8,0
2025-03-21,6E 2005,DEL-BOM,A320neo,186,707,2.23,2.17,18:00,20:13,20:22,15.1,9.3,1,36,0.096,0.226,0.082,0.815,152,3296,4586,297.4,60.8,26.0,26.3,410.5,861.0,450.4,0
2025-04-30,6E 2007,DEL-BOM,A321neo,232,707,2.25,2.14,23:00,01:14,01:00,-4.9,-8.0,1,39,0.127,0.158,0.027,0.826,192,3157,4891,331.4,64.3,29.0,18.6,443.3,1638.4,1195.1,0
2024-09-04,6E 2007,DEL-BOM,A320ceo,180,707,2.31,2.42,23:00,01:18,01:26,3.6,7.3,1,35,0.398,0.248,0.018,0.912,164,2936,5625,386.7,63.0,33.9,20.0,503.6,1014.0,510.3,0
2024-09-18,6E 2007,DEL-BOM,A320ceo,180,707,2.3,2.35,23:00,01:17,01:31,7.3,13.2,1,46,0.436,0.234,0.145,0.896,161,2391,5448,330.6,61.1,32.9,20.8,445.4,988.1,542.7,0
2025-01-06,6E 2003,DEL-BOM,A320neo,186,707,2.32,2.7,13:00,15:19,15:53,11.0,33.9,0,33,0.608,0.231,0.106,0.726,135,2954,5710,369.0,75.7,32.4,25.4,502.6,1121.6,619.1,0
2025-06-21,6E 2007,DEL-BOM,A320neo,186,707,2.23,2.18,23:00,01:13,01:18,12.0,5.2,1,36,0.053,0.0,0.342,0.865,161,3299,4604,338.4,61.0,26.1,24.6,450.1,1295.1,845.0,0
2025-01-11,6E 2003,DEL-BOM,A320neo,186,707,2.34,2.59,13:00,15:20,15:54,20.1,34.8,0,34,0.499,0.015,0.232,0.889,165,1894,5453,347.5,72.5,31.1,18.7,469.7,1299.5,829.8,0
2025-03-07,6E 2005,DEL-BOM,A321neo,232,707,2.26,2.33,18:00,20:15,20:26,1.4,10.9,1,42,0.178,0.398,0.071,0.907,210,3354,5315,342.9,69.9,31.5,22.0,466.2,1453.4,987.2,0
2025-05-01,6E 2000,DEL-BOM,A320neo,186,707,2.23,2.11,05:30,07:43,07:38,1.1,-5.8,1,37,0.141,0.225,0.176,0.875,163,3175,4454,318.9,59.0,25.3,23.7,426.9,1361.8,934.9,0
2025-04-17,6E 2007,DEL-BOM,A320neo,186,707,2.24,2.34,23:00,01:14,01:37,14.8,23.2,0,39,0.188,0.153,0.125,0.753,140,2459,4940,330.9,65.6,28.1,27.9,452.5,924.5,472.0,0
2025-05-24,6E 2002,DEL-BOM,A320neo,186,707,2.25,2.25,10:30,12:44,13:01,16.2,16.6,0,35,0.182,0.404,0.159,0.904,168,3672,4760,341.0,63.0,27.0,20.1,451.2,1090.0,638.8,0
2025-08-08,6E 2007,DEL-BOM,A321neo,232,707,2.29,2.44,23:00,01:17,01:35,8.5,17.7,0,42,0.514,0.197,0.054,0.782,182,3767,5575,355.9,73.3,33.0,25.8,487.9,1547.6,1059.7,0
2024-09-25,6E 2000,DEL-BOM,A320ceo,180,707,2.26,2.27,05:30,07:45,08:00,17.2,14.6,1,36,0.42,0.24,0.073,0.724,130,2711,5271,334.3,59.1,31.8,26.4,451.5,786.7,335.2,0
2024-10-14,6E 2002,DEL-BOM,A321neo,232,707,2.23,2.25,10:30,12:43,12:54,9.6,10.7,1,40,0.087,0.397,0.022,0.805,187,3692,5146,364.0,67.6,30.4,17.4,479.6,1239.7,760.1,0
2024-09-18,6E 2006,DEL-BOM,A321neo,232,707,2.32,2.61,20:30,22:49,23:20,13.2,31.7,0,47,0.43,0.472,-0.083,0.82,190,3249,5942,437.7,78.2,35.2,29.5,580.6,1302.1,721.5,0
2025-04-22,6E 2002,DEL-BOM,A320ceo,180,707,2.23,2.23,10:30,12:43,13:01,17.3,17.1,0,33,0.075,0.388,0.12,0.833,150,2374,5172,350.1,58.0,31.2,18.4,457.7,1061.9,604.2,0
2025-02-05,6E 2007,DEL-BOM,A320ceo,180,707,2.25,2.24,23:00,01:15,01:26,12.7,11.5,1,40,0.196,0.241,0.156,0.794,143,3112,5206,357.3,58.3,31.4,23.6,470.5,994.9,524.4,0
2025-01-07,6E 2001,DEL-BOM,A320ceo,180,707,2.37,2.37,08:00,10:22,10:19,1.1,-2.5,1,36,0.681,0.348,0.254,0.941,169,3080,5515,359.9,61.7,33.2,17.0,471.9,1159.5,687.6,0
2025-02-02,6E 2005,DEL-BOM,A320neo,186,707,2.26,2.31,18:00,20:15,20:25,2.5,10.6,1,33,0.09,0.33,0.134,0.922,171,3570,4886,345.6,64.7,27.7,15.1,453.1,1129.9,676.8,0
2025-06-20,6E 2001,DEL-BOM,A320neo,186,707,2.2,2.19,08:00,10:12,10:25,17.6,13.7,1,37,0.11,0.501,0.15,0.917,171,3176,4636,328.5,61.4,26.3,26.5,442.7,1062.9,620.2,0
2024-08-23,6E 2004,DEL-BOM,A320neo,186,707,2.27,2.39,15:30,17:46,18:06,6.9,20.4,0,36,0.397,0.229,0.135,0.952,177,2903,5042,342.7,66.9,28.7,22.5,460.7,978.6,518.0,0
2024-12-17,6E 2003,DEL-BOM,A320ceo,180,707,2.37,2.32,13:00,15:22,15:26,10.4,4.1,1,29,0.349,0.124,0.275,0.851,153,2902,5376,329.8,60.2,32.4,17.6,440.0,1276.3,836.3,0
2025-07-06,6E 2000,DEL-BOM,A320neo,186,707,2.3,2.58,05:30,07:48,08:22,14.9,35.0,0,33,0.417,0.094,0.094,0.896,167,2970,5454,370.2,72.3,31.0,29.5,502.9,1465.3,962.4,0
2025-03-06,6E 2001,DEL-BOM,A320ceo,180,707,2.24,2.06,08:00,10:14,10:15,8.9,1.3,1,36,0.134,0.424,0.144,0.895,161,3545,4783,290.5,53.5,28.8,22.1,394.9,849.4,454.5,0
2024-09-14,6E 2003,DEL-BOM,A320ceo,180,707,2.28,2.44,13:00,15:17,15:33,6.5,16.1,0,36,0.385,0.075,-0.023,0.804,145,3033,5655,364.3,63.3,34.1,21.0,482.7,1122.0,639.3,0
2025-07-21,6E 2002,DEL-BOM,A320ceo,180,707,2.29,2.46,10:30,12:47,13:10,10.4,23.2,0,32,0.432,0.463,-0.03,0.811,146,2752,5713,366.3,64.0,34.5,23.5,488.3,864.6,376.2,0
2025-02-10,6E 2004,DEL-BOM,A321neo,232,707,2.22,2.23,15:30,17:42,17:58,13.1,15.1,0,42,0.211,0.239,0.068,0.99,230,3613,5083,371.6,66.8,30.1,23.0,491.4,1562.3,1070.9,0
2024-09-27,6E 2000,DEL-BOM,A320neo,186,707,2.26,2.4,05:30,07:45,07:58,5.1,13.4,1,31,0.355,0.228,0.185,0.812,151,2534,5073,342.9,67.3,28.9,22.8,461.8,907.8,446.0,0
2025-06-29,6E 2007,DEL-BOM,A320ceo,180,707,2.24,2.24,23:00,01:14,01:19,6.7,5.1,1,34,0.123,0.031,0.078,0.854,154,3108,5203,364.7,58.3,31.4,28.7,483.0,1349.3,866.2,0
2024-10-30,6E 2000,DEL-BOM,A320ceo,180,707,2.21,2.15,05:30,07:42,07:37,3.0,-5.7,1,40,0.053,0.207,0.125,0.938,169,3185,5002,372.7,56.0,30.1,22.9,481.8,1364.9,883.1,0
2025-08-14,6E 2001,DEL-BOM,A320neo,186,707,2.28,2.32,08:00,10:16,10:19,-1.9,2.5,1,31,0.415,0.367,0.089,0.818,152,2728,4896,357.2,64.9,27.8,24.5,474.5,1241.2,766.7,0
2025-03-26,6E 2006,DEL-BOM,A321neo,232,707,2.21,2.51,20:30,22:42,23:18,13.7,35.8,0,44,0.084,0.471,0.083,0.866,201,3744,5723,411.7,75.2,33.8,17.7,538.5,1231.9,693.4,0
2025-01-19,6E 2006,DEL-BOM,A320ceo,180,707,2.37,2.55,20:30,22:51,23:17,12.9,25.6,0,26,0.519,0.243,0.198,0.905,163,3520,5927,409.5,66.3,35.7,20.1,531.7,1138.1,606.4,0
2025-08-13,6E 2007,DEL-BOM,A320neo,186,707,2.26,2.24,23:00,01:15,01:32,16.3,17.5,0,30,0.453,0.118,0.132,0.886,165,2928,4726,328.1,62.7,26.9,15.8,433.4,1369.1,935.7,0
2025-05-13,6E 2004,DEL-BOM,A320ceo,180,707,2.23,2.31,15:30,17:43,17:59,6.2,16.0,0,32,0.181,0.203,0.063,0.864,156,3272,5369,323.5,60.1,32.4,19.7,435.7,877.4,441.8,0
2024-09-22,6E 2002,DEL-BOM,A320ceo,180,707,2.28,2.38,10:30,12:46,13:02,8.3,15.6,0,36,0.433,0.29,0.04,0.887,160,3275,5524,371.0,61.8,33.3,27.6,493.7,1127.4,633.7,0
2024-09-26,6E 2007,DEL-BOM,A320ceo,180,707,2.31,2.35,23:00,01:18,01:34,8.0,16.1,0,35,0.533,0.21,0.147,0.845,152,2033,5448,364.7,61.1,32.9,29.3,488.1,1312.5,824.5,0
2024-09-19,6E 2001,DEL-BOM,A321neo,232,707,2.27,2.3,08:00,10:16,10:28,10.5,12.0,1,44,0.403,0.456,0.153,0.891,207,4205,5256,347.4,69.0,31.1,17.2,464.7,1136.1,671.4,0
2024-08-25,6E 2003,DEL-BOM,A321neo,232,707,2.28,2.2,13:00,15:17,15:28,15.7,11.3,1,48,0.583,0.071,0.228,0.908,211,4330,5032,357.9,66.1,29.7,25.1,478.7,1727.5,1248.8,0
2024-11-25,6E 2005,DEL-BOM,A320neo,186,707,2.22,2.28,18:00,20:13,20:24,3.6,10.9,1,32,0.117,0.259,0.034,0.837,156,3002,4814,292.2,63.8,27.4,28.6,412.0,929.2,517.2,0
2024-10-21,6E 2000,DEL-BOM,A321neo,232,707,2.2,2.21,05:30,07:42,07:32,-5.0,-8.0,1,44,0.167,0.249,0.144,0.986,229,4663,5045,307.3,66.2,29.8,21.3,424.6,1313.8,889.2,0
2024-10-06,6E 2005,DEL-BOM,A321neo,232,707,2.23,2.38,18:00,20:13,20:47,24.1,33.7,0,42,0.247,0.246,0.142,0.79,183,2735,5419,336.5,71.3,32.1,25.0,464.9,1438.5,973.5,0
2024-12-01,6E 2006,DEL-BOM,A321neo,232,707,2.32,2.42,20:30,22:49,23:13,13.5,24.3,0,46,0.546,0.319,0.256,0.9,209,3575,5519,332.4,72.6,32.6,26.3,463.9,1174.1,710.1,0
2025-06-28,6E 2000,DEL-BOM,A320ceo,180,707,2.21,2.03,05:30,07:42,07:30,-3.7,-8.0,1,32,0.06,0.116,0.029,0.833,150,2429,4707,282.7,52.8,28.4,22.7,386.6,1182.2,795.6,1
2025-02-10,6E 2005,DEL-BOM,A321neo,232,707,2.24,2.35,18:00,20:14,20:40,16.2,26.5,0,41,0.069,0.314,0.231,0.865,201,4333,5362,333.7,70.4,31.7,21.5,457.2,1085.8,628.6,0
2024-12-12,6E 2002,DEL-BOM,A320neo,186,707,2.35,2.43,10:30,12:51,13:21,28.2,30.1,0,39,0.327,0.514,0.099,0.823,153,3343,5141,360.8,68.1,29.2,19.4,477.5,1303.6,826.0,0
2025-07-09,6E 2002,DEL-BOM,A320ceo,180,707,2.29,2.41,10:30,12:47,13:07,16.0,20.4,0,34,0.438,0.407,0.07,0.895,161,2807,5597,396.5,62.7,33.8,25.1,518.0,1325.7,807.6,0
2024-11-25,6E 2002,DEL-BOM,A320neo,186,707,2.24,2.23,10:30,12:44,12:47,4.9,3.1,1,25,0.236,0.452,0.22,0.855,159,3430,4715,309.6,62.5,26.8,24.7,423.5,965.0,541.5,0
2024-10-11,6E 2000,DEL-BOM,A320ceo,180,707,2.2,2.22,05:30,07:42,07:43,4.7,1.5,1,36,0.22,0.223,0.009,0.864,156,2522,5156,353.1,57.8,31.1,15.4,457.4,1315.5,858.1,0
2024-11-03,6E 2002,DEL-BOM,A320neo,186,707,2.21,2.19,10:30,12:42,12:54,18.0,11.8,1,36,0.223,0.304,0.151,0.922,171,2515,4610,331.2,61.2,26.2,18.1,436.7,1153.8,717.2,0
2025-03-11,6E 2004,DEL-BOM,A321neo,232,707,2.26,2.32,15:30,17:45,17:52,6.7,6.9,1,34,0.205,0.062,-0.015,0.781,181,3643,5299,331.5,69.7,31.3,23.7,456.2,1257.0,800.8,0
2025-07-13,6E 2007,DEL-BOM,A320ceo,180,707,2.28,2.31,23:00,01:16,01:39,15.4,23.2,0,34,0.526,0.122,-0.021,0.859,155,3003,5362,384.0,60.0,32.3,20.8,497.2,1039.8,542.6,0
2025-04-03,6E 2003,DEL-BOM,A320neo,186,707,2.23,2.27,13:00,15:13,15:15,0.1,1.9,1,40,0.186,0.233,0.155,0.843,157,2678,4795,299.4,63.6,27.3,17.2,407.5,1011.4,603.9,0
2025-07-07,6E 2003,DEL-BOM,A321neo,232,707,2.31,2.39,13:00,15:18,15:37,12.9,18.6,0,44,0.361,0.144,0.233,0.916,212,3320,5453,368.6,71.7,32.3,28.8,501.4,1863.3,1361.9,0
2024-09-09,6E 2003,DEL-BOM,A321neo,232,707,2.26,2.23,13:00,15:15,15:13,2.1,-1.8,1,41,0.345,0.19,0.035,0.831,193,2952,5079,322.3,66.8,30.1,25.8,445.0,1244.8,799.9,0
2025-05-23,6E 2003,DEL-BOM,A320neo,186,707,2.25,2.27,13:00,15:15,15:20,2.7,5.1,1,34,0.223,0.162,0.199,0.821,153,2588,4785,320.1,63.5,27.2,18.4,429.2,1336.2,907.0,0
2025-04-17,6E 2006,DEL-BOM,A320neo,186,707,2.23,2.19,20:30,22:43,22:54,7.7,10.9,1,39,0.224,0.284,0.121,0.846,157,3387,4638,316.9,61.4,26.3,22.9,427.6,804.0,376.4,0
2024-09-02,6E 2002,DEL-BOM,A320neo,186,707,2.28,2.44,10:30,12:46,12:54,1.1,7.7,1,37,0.315,0.455,0.11,0.95,177,3924,5164,317.1,68.4,29.3,27.7,442.4,1148.5,706.1,0
2025-06-13,6E 2001,DEL-BOM,A321neo,232,707,2.21,2.3,08:00,10:12,10:24,5.7,11.5,1,34,0.057,0.226,-0.103,0.876,203,4175,5262,376.3,69.1,31.1,29.2,505.7,1480.7,975.0,0
2025-05-24,6E 2006,DEL-BOM,A321neo,232,707,2.21,2.29,20:30,22:42,22:54,7.6,11.7,1,42,0.087,0.121,0.25,0.82,190,3945,5228,378.5,68.7,30.9,29.7,507.8,1366.9,859.0,0
2025-05-09,6E 2000,DEL-BOM,A321neo,232,707,2.26,2.31,05:30,07:45,07:53,2.9,8.1,1,39,0.162,0.208,0.332,0.734,170,3641,5282,371.2,69.4,31.2,17.1,488.9,927.7,438.7,0
2025-04-26,6E 2002,DEL-BOM,A321neo,232,707,2.26,2.43,10:30,12:45,12:53,1.6,8.5,1,34,0.071,0.253,-0.023,0.891,207,4449,5548,333.0,72.8,32.8,22.7,461.2,1477.4,1016.2,0
2025-05-08,6E 2001,DEL-BOM,A321neo,232,707,2.22,2.25,08:00,10:13,10:23,8.6,10.7,1,44,0.113,0.348,0.368,0.805,187,2717,5129,359.8,67.5,30.4,24.1,481.8,1276.9,795.2,0
2024-12-23,6E 2005,DEL-BOM,A321neo,232,707,2.32,2.54,18:00,20:19,20:54,22.8,35.5,0,42,0.697,0.466,0.137,0.877,203,4294,5810,388.1,76.3,34.3,21.1,519.8,1555.0,1035.2,0
2025-04-26,6E 2003,DEL-BOM,A320neo,186,707,2.24,2.18,13:00,15:14,15:12,-1.4,-1.5,1,32,0.166,0.0,0.284,0.893,166,3627,4612,319.9,61.1,26.2,27.8,434.9,910.0,475.1,0
2025-08-10,6E 2002,DEL-BOM,A320ceo,180,707,2.31,2.44,10:30,12:48,13:01,11.1,12.7,1,33,0.598,0.316,0.082,0.828,149,2875,5653,353.9,63.3,34.1,20.5,471.8,1166.7,694.9,0
2025-07-29,6E 2004,DEL-BOM,A321neo,232,707,2.31,2.34,15:30,17:48,18:08,14.9,20.0,0,31,0.43,0.199,0.236,0.84,195,2817,5327,372.3,70.1,31.6,26.6,500.6,1550.1,1049.5,0
